"Eid","Ename","Experience","Total_projects","Rating","Area_of_Interest_1","Area_of_Interest_2","Area_of_Interest_3","Language1","Language2","Language3","AI_project_count","ML_project_count","JS_project_count","Java_project_count","DotNet_project_count","Mobile_project_count","Designation","Python","Machine Learning","Deep Learning","Data Analysis","Asp.Net","Ado.Net","VB.Net","C#","Java","Spring Boot","Hibernate","NLP","CV","JS","React","Node","Angular","Dart","Flutter","Vb.Net"
915,"Francisco Morris",10,17,1.7,"Java","JS","AI","English","Chinese","Malayalam",6,3,2,0,1,5,"Team Lead",1,1,1,1,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1
916,"Daniel Cody",17,24,1.4,"Mobile","Java","Machine Learning","English","Chinese","Malayalam",4,3,4,8,1,4,"Team Lead",2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1
917,"Michael Miles",6,19,3.2,"Mobile","AI","JS","English","Japenese","Telugu",5,6,0,1,2,5,"Programmer-1",1,1,1,1,1,1,0,1,1,1,1,3,3,1,1,1,1,4,4,1
918,"Ryan Cahill",21,28,1.3,"JS","Java","Mobile","English","Malayalam","Japenese",2,8,5,1,6,6,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1
919,"Gail Chesser",5,2,0.4,"DotNet","JS","AI","English","Chinese","Tamil",0,1,1,0,0,0,"Testing and Debugging",1,1,1,1,1,1,0,1,1,0,0,1,1,3,3,3,3,0,0,1
920,"Diane Daughtry",9,7,0.8,"Machine Learning","JS","Java","English","Tamil","Hindi",3,1,1,0,0,2,"Programmer-3",4,4,4,4,0,0,0,1,1,1,1,1,1,3,3,3,3,1,1,0
921,"Danielle Powell",6,19,3.2,"Machine Learning","AI","DotNet","English","Malayalam","Japenese",5,4,2,4,3,1,"Programmer-1",4,4,4,4,2,2,0,2,1,1,1,3,3,1,1,1,1,1,1,2
922,"Lynn Ottesen",2,2,1,"Mobile","DotNet","JS","English","Japenese","Kannada",1,0,1,0,0,0,"Programmer-3",1,0,0,0,1,1,0,1,1,0,0,1,1,2,2,2,2,1,1,1
923,"Enrique Wakefield",23,17,0.7,"AI","Machine Learning","JS","English","Japenese","Telugu",2,0,7,1,4,3,"Deployment-1",1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1
924,"Ralph Jackson",22,19,0.9,"JS","Java","Mobile","English","Malayalam","Tamil",5,4,2,4,3,1,"Deployment-1",1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1
925,"Carl Brown",11,19,1.7,"Machine Learning","Java","JS","English","Telugu","Chinese",8,3,4,0,1,3,"Team Lead",4,4,4,4,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1
926,"Sherryl Carey",23,20,0.9,"JS","Machine Learning","Mobile","English","Hindi","Tamil",4,6,4,1,4,1,"Deployment-1",3,3,3,3,1,1,0,1,1,1,1,1,1,4,4,4,4,2,2,1
927,"Lauren Pawloski",13,16,1.2,"AI","Machine Learning","JS","English","Hindi","Malayalam",1,7,3,1,3,1,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1
928,"Richard Trudnowski",10,6,0.6,"JS","Mobile","Java","English","Hindi","Malayalam",2,2,1,0,0,1,"Programmer-3",1,1,1,1,0,0,0,1,1,1,1,1,1,4,4,4,4,3,3,0
929,"Fran Worthington",3,3,1,"JS","Java","AI","English","Hindi","Tamil",2,0,1,0,0,0,"Programmer-3",1,0,0,0,0,0,0,1,1,1,1,2,2,4,4,4,4,0,0,0
930,"Robert Hooper",9,14,1.6,"DotNet","Java","Machine Learning","English","Tamil","Malayalam",2,4,1,2,4,1,"Team Lead",2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4
931,"Duane Rodriguez",2,7,3.5,"Mobile","JS","Machine Learning","English","Chinese","Japenese",2,2,2,1,0,0,"Programmer-2",2,2,2,2,0,0,0,1,1,1,1,1,1,3,3,3,3,1,1,0
932,"Son Phillips",22,17,0.8,"Mobile","Machine Learning","JS","English","Telugu","Tamil",3,3,3,1,4,3,"Deployment-1",3,3,3,3,1,1,0,1,1,1,1,1,1,2,2,2,2,4,4,1
933,"Kenneth Bolton",16,23,1.4,"Java","Machine Learning","DotNet","English","Japenese","Kannada",2,5,8,3,2,3,"Team Lead",3,3,3,3,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2
934,"Armando Brown",21,16,0.8,"JS","Mobile","Java","English","Chinese","Japenese",5,3,2,0,3,3,"Deployment-1",1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1
935,"Cyrus Pollack",17,26,1.5,"JS","AI","DotNet","English","Kannada","Telugu",6,3,6,2,6,3,"Project Manager",1,1,1,1,2,2,0,2,1,1,1,3,3,4,4,4,4,1,1,2
936,"Stacey Hayes",5,8,1.6,"AI","Machine Learning","Java","English","Japenese","Kannada",2,2,2,1,0,1,"Programmer-2",3,3,3,3,0,0,0,1,2,2,2,4,4,1,1,1,1,1,1,0
937,"Nicole Wilson",14,6,0.4,"Mobile","Java","DotNet","English","Japenese","Kannada",3,0,0,2,0,1,"Testing and Debugging",1,0,0,0,1,1,0,1,3,3,3,1,1,1,0,0,0,4,4,1
938,"Chance Knox",20,20,1,"AI","Java","JS","English","Telugu","Japenese",3,3,5,3,2,4,"Deployment-1",1,1,1,1,1,1,0,1,3,3,3,4,4,2,2,2,2,1,1,1
939,"Donald Dean",19,21,1.1,"Mobile","Java","JS","English","Telugu","Chinese",6,1,5,2,2,5,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,1,1,2,2,2,2,4,4,1
940,"Mitchell Yeldell",14,7,0.5,"Java","Machine Learning","AI","English","Hindi","Malayalam",2,2,1,0,1,1,"Testing and Debugging",3,3,3,3,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1
941,"Patricia Lesher",15,6,0.4,"Mobile","Machine Learning","Java","English","Kannada","Hindi",2,1,1,0,2,0,"Testing and Debugging",3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
942,"Lance Crook",11,18,1.6,"Machine Learning","DotNet","JS","English","Chinese","Kannada",5,1,1,6,3,2,"Team Lead",4,4,4,4,3,3,0,3,1,1,1,1,1,2,2,2,2,1,1,3
943,"Michael Plateroti",4,8,2,"Mobile","DotNet","AI","English","Hindi","Telugu",1,3,2,2,0,0,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1
944,"James Herndon",2,2,1,"Mobile","JS","DotNet","English","Japenese","Telugu",0,1,1,0,0,0,"Programmer-3",1,1,1,1,1,1,0,1,1,0,0,0,0,3,3,3,3,1,1,1
945,"Margarita Noll",24,23,1,"DotNet","Machine Learning","Mobile","English","Telugu","Chinese",3,5,6,4,2,3,"Deployment-1",3,3,3,3,4,4,0,4,1,1,1,1,1,1,1,1,1,2,2,4
946,"Esther Floyd",19,15,0.8,"Machine Learning","Java","Mobile","English","Telugu","Hindi",3,3,4,2,2,1,"Deployment-2",4,4,4,4,1,1,0,1,3,3,3,1,1,1,1,1,1,2,2,1
947,"Jan Rothwell",22,19,0.9,"Machine Learning","AI","Java","English","Telugu","Hindi",8,1,4,2,2,2,"Deployment-2",4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1
948,"Vincent Deininger",3,2,0.7,"Machine Learning","JS","Java","English","Telugu","Japenese",0,0,2,0,0,0,"Programmer-3",1,1,1,1,0,0,0,1,1,1,1,0,0,3,3,3,3,0,0,0
949,"Charles Parker",14,5,0.4,"JS","AI","DotNet","English","Kannada","Hindi",2,0,1,1,0,1,"Testing and Debugging",1,0,0,0,1,1,0,1,1,1,1,3,3,4,4,4,4,1,1,1
950,"Lorrine Granger",23,22,1,"Java","Mobile","Machine Learning","English","Hindi","Malayalam",2,6,3,3,5,3,"Deployment-1",2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1
951,"Carl Chien",9,11,1.2,"JS","Machine Learning","AI","English","Tamil","Chinese",3,3,0,1,3,1,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1
952,"George Slayton",3,2,0.7,"Java","AI","JS","English","Japenese","Chinese",1,0,1,0,0,0,"Programmer-3",1,0,0,0,0,0,0,1,1,1,1,3,3,2,2,2,2,0,0,0
953,"Aaron Donahoe",11,14,1.3,"AI","JS","Machine Learning","English","Tamil","Hindi",5,2,1,2,3,1,"Team Lead",2,2,2,2,1,1,0,1,1,1,1,4,4,3,3,3,3,1,1,1
954,"Scott Pride",23,22,1,"DotNet","AI","Mobile","English","Kannada","Tamil",3,7,1,3,4,4,"Deployment-1",1,1,1,1,4,4,0,4,1,1,1,3,3,1,1,1,1,2,2,4
955,"Micheal Shupe",24,24,1,"JS","Mobile","Java","English","Japenese","Hindi",3,6,4,4,5,2,"Deployment-1",1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,3,3,1
956,"Robert Nikas",15,7,0.5,"Java","JS","Mobile","English","Japenese","Kannada",0,3,1,0,2,1,"Testing and Debugging",1,1,1,1,1,1,0,1,1,1,1,0,0,3,3,3,3,2,2,1
957,"Thomas Martin",7,5,0.7,"Java","Machine Learning","Mobile","English","Malayalam","Kannada",1,1,1,1,1,0,"Programmer-3",3,3,3,3,1,1,0,1,4,4,4,1,1,1,1,1,1,1,1,1
958,"George Shannon",8,17,2.1,"DotNet","JS","Machine Learning","English","Kannada","Hindi",4,4,2,4,1,2,"Programmer-1",2,2,2,2,4,4,0,4,1,1,1,1,1,3,3,3,3,1,1,4
959,"Wanda Thao",2,5,2.5,"JS","Mobile","Machine Learning","English","Telugu","Japenese",1,2,0,0,2,0,"Programmer-2",2,2,2,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
960,"June Stoneking",22,21,1,"AI","Machine Learning","JS","English","Hindi","Tamil",4,1,5,2,6,3,"Deployment-1",3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1
961,"Nina Reed",19,22,1.2,"JS","Machine Learning","Java","English","Tamil","Hindi",4,4,4,4,1,5,"Team Lead",3,3,3,3,1,1,0,1,2,2,2,1,1,4,4,4,4,1,1,1
962,"William Houghton",22,27,1.2,"Machine Learning","AI","JS","English","Hindi","Malayalam",1,4,8,5,6,3,"Team Lead",4,4,4,4,1,1,0,1,1,1,1,3,3,2,2,2,2,1,1,1
963,"Margaret Sims",14,11,0.8,"Java","Mobile","DotNet","English","Tamil","Chinese",4,2,3,1,1,0,"Deployment-2",1,1,1,1,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2
964,"Thomas Davis",8,5,0.6,"Mobile","JS","DotNet","English","Chinese","Hindi",2,1,1,0,0,1,"Programmer-3",1,1,1,1,1,1,0,1,1,0,0,1,1,3,3,3,3,4,4,1
965,"Ofelia Cayea",24,16,0.7,"Java","Mobile","Machine Learning","English","Chinese","Hindi",1,2,1,4,3,5,"Deployment-1",2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1
966,"Cornelia Gutierrez",11,14,1.3,"Machine Learning","DotNet","JS","English","Kannada","Telugu",4,3,2,1,3,1,"Team Lead",4,4,4,4,3,3,0,3,1,1,1,1,1,2,2,2,2,1,1,3
967,"Christine Warner",17,23,1.4,"DotNet","AI","Mobile","English","Hindi","Japenese",2,1,3,8,7,2,"Team Lead",1,1,1,1,4,4,0,4,1,1,1,3,3,1,1,1,1,2,2,4
968,"Richard Tomlin",24,21,0.9,"AI","Java","Machine Learning","English","Malayalam","Chinese",5,3,4,5,2,2,"Deployment-1",2,2,2,2,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1
969,"Jerry Thorn",17,26,1.5,"Machine Learning","Java","JS","English","Hindi","Telugu",4,3,7,5,5,2,"Project Manager",4,4,4,4,1,1,0,1,3,3,3,1,1,2,2,2,2,1,1,1
970,"Nichole Jantz",14,11,0.8,"Machine Learning","DotNet","JS","English","Hindi","Chinese",3,0,2,4,0,2,"Deployment-1",1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1
971,"Meredith Flores",2,5,2.5,"AI","Java","Machine Learning","English","Malayalam","Hindi",1,2,0,2,0,0,"Programmer-2",2,2,2,2,0,0,0,1,3,3,3,4,4,1,0,0,0,0,0,0
972,"Barbara Pang",24,20,0.8,"DotNet","Java","AI","English","Tamil","Chinese",7,3,3,4,2,1,"Deployment-1",1,1,1,1,4,4,0,4,3,3,3,2,2,1,1,1,1,1,1,4
973,"John Davisson",7,14,2,"AI","DotNet","JS","English","Tamil","Malayalam",5,2,2,0,3,2,"Programmer-1",1,1,1,1,3,3,0,3,1,0,0,4,4,2,2,2,2,1,1,3
974,"Bryan Chase",23,27,1.2,"DotNet","JS","Mobile","English","Tamil","Chinese",2,3,6,9,4,3,"Team Lead",1,1,1,1,4,4,0,4,1,1,1,1,1,3,3,3,3,2,2,4
975,"Jonathan Zingaro",5,7,1.4,"DotNet","Mobile","AI","English","Chinese","Hindi",0,4,0,1,1,1,"Programmer-2",1,1,1,1,4,4,0,4,1,1,1,1,1,1,0,0,0,3,3,4
976,"Adeline Roberts",17,18,1.1,"Mobile","Java","Machine Learning","English","Telugu","Malayalam",3,1,1,5,6,2,"Team Lead",2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1
977,"Tara Lyons",17,19,1.1,"DotNet","Java","Machine Learning","English","Japenese","Chinese",5,1,1,2,5,5,"Team Lead",2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4
978,"William Williamson",6,10,1.7,"Java","Machine Learning","AI","English","Chinese","Malayalam",3,2,0,2,1,2,"Testing and Debugging",3,3,3,3,1,1,0,1,4,4,4,2,2,1,0,0,0,1,1,1
979,"Kathleen Bambacigno",9,14,1.6,"Machine Learning","JS","Java","English","Telugu","Chinese",4,4,0,2,3,1,"Team Lead",4,4,4,4,1,1,0,1,2,2,2,1,1,1,1,1,1,1,1,1
980,"Mae Hill",24,18,0.8,"JS","AI","DotNet","English","Chinese","Japenese",5,4,2,2,2,3,"Deployment-2",1,1,1,1,2,2,0,2,1,1,1,3,3,4,4,4,4,1,1,2
981,"Peter Dellinger",6,5,0.8,"JS","DotNet","Java","English","Kannada","Malayalam",0,2,0,1,1,1,"Programmer-3",1,1,1,1,3,3,0,3,2,2,2,0,0,1,1,1,1,1,1,3
982,"Cynthia Anaya",19,29,1.5,"DotNet","JS","Mobile","English","Malayalam","Tamil",6,2,5,6,6,4,"Project Manager",1,1,1,1,4,4,0,4,1,1,1,1,1,3,3,3,3,2,2,4
983,"Sylvia Thigpen",2,3,1.5,"Mobile","Machine Learning","JS","English","Kannada","Telugu",0,0,1,2,0,0,"Programmer-2",1,1,1,1,0,0,0,1,1,1,1,0,0,2,2,2,2,1,1,0
984,"John Gerrald",4,5,1.3,"AI","Mobile","Machine Learning","English","Japenese","Malayalam",1,1,0,1,0,2,"Programmer-2",2,2,2,2,0,0,0,1,1,1,1,4,4,1,0,0,0,3,3,0
985,"Jose Bond",17,29,1.7,"AI","JS","Mobile","English","Telugu","Chinese",7,2,6,4,7,3,"Project Manager",1,1,1,1,1,1,0,1,1,1,1,4,4,3,3,3,3,2,2,1
986,"Russell Collyer",8,16,2,"Mobile","AI","Machine Learning","English","Japenese","Hindi",4,3,4,1,2,2,"Programmer-1",2,2,2,2,1,1,0,1,1,1,1,3,3,1,1,1,1,4,4,1
987,"William Nelson",15,8,0.5,"AI","JS","Machine Learning","English","Malayalam","Japenese",3,1,2,1,1,0,"Programmer-3",2,2,2,2,1,1,0,1,1,1,1,4,4,3,3,3,3,0,0,1
988,"Thomas Barton",22,21,1,"Mobile","DotNet","AI","English","Tamil","Chinese",5,2,5,3,2,4,"Deployment-1",1,1,1,1,3,3,0,3,1,1,1,2,2,1,1,1,1,4,4,3
989,"Angelo Houck",23,29,1.3,"JS","Java","Machine Learning","English","Kannada","Chinese",5,3,6,5,4,6,"Team Lead",2,2,2,2,1,1,0,1,3,3,3,1,1,4,4,4,4,1,1,1
990,"Ricky Hood",20,16,0.8,"Java","AI","DotNet","English","Kannada","Tamil",4,0,5,2,3,2,"Deployment-1",1,0,0,0,2,2,0,2,4,4,4,3,3,1,1,1,1,1,1,2
991,"Joan Takemura",5,7,1.4,"JS","AI","DotNet","English","Malayalam","Kannada",2,1,1,1,1,1,"Programmer-2",1,1,1,1,2,2,0,2,1,1,1,3,3,4,4,4,4,1,1,2
992,"Stephen Burritt",19,19,1,"Machine Learning","Mobile","Java","English","Malayalam","Hindi",3,5,3,4,1,3,"Deployment-1",4,4,4,4,1,1,0,1,2,2,2,1,1,1,1,1,1,3,3,1
993,"Virginia Hamby",13,12,0.9,"AI","DotNet","Machine Learning","English","Malayalam","Kannada",5,4,1,0,0,2,"Testing and Debugging",2,2,2,2,1,1,0,1,1,0,0,4,4,1,1,1,1,1,1,1
994,"Joseph Buckner",19,26,1.4,"JS","AI","Java","English","Telugu","Chinese",2,5,7,2,6,4,"Team Lead",1,1,1,1,1,1,0,1,2,2,2,3,3,4,4,4,4,1,1,1
995,"Glenn Bumbrey",15,17,1.1,"Machine Learning","AI","Java","English","Kannada","Malayalam",3,4,2,3,2,3,"Team Lead",4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1
996,"Nicole Meeks",24,27,1.1,"Java","Mobile","AI","English","Telugu","Tamil",11,3,2,6,4,1,"Team Lead",1,1,1,1,1,1,0,1,4,4,4,2,2,1,1,1,1,3,3,1
997,"Trista Cheek",3,6,2,"Mobile","Machine Learning","DotNet","English","Chinese","Telugu",1,0,2,1,2,0,"Programmer-2",1,1,1,1,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,2
998,"Constance Rozier",14,5,0.4,"AI","Machine Learning","Mobile","English","Kannada","Telugu",2,1,1,1,0,0,"Testing and Debugging",3,3,3,3,0,0,0,1,1,1,1,4,4,1,1,1,1,1,1,0
999,"Elizabeth Bannister",11,9,0.8,"JS","Machine Learning","DotNet","English","Tamil","Japenese",4,2,1,1,0,1,"Programmer-3",3,3,3,3,1,1,0,1,1,1,1,1,1,4,4,4,4,1,1,1
1000,"Susan Weber",11,13,1.2,"Machine Learning","AI","JS","English","Telugu","Hindi",4,0,1,2,5,1,"Team Lead",1,1,1,1,1,1,0,1,1,1,1,3,3,2,2,2,2,1,1,1
